ticker,name,sector,subsector,industry,subindustry
GULA,Aman Agrindo Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
JARR,Jhonlin Agro Raya Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
AMMS,Agung Menjangan Mas Tbk.,Basic Materials,Chemicals,Basic Chemicals,Basic Chemicals
RAFI,Sari Kreasi Boga Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants
KKES,Kusuma Kemindo Sentosa Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
ELPI,Pelayaran Nasional Ekalya Purnamasari Tbk.,Transportation & Logistic,Transportation,Passenger Marine Transportation,Passenger Marine Transportation
EURO,Estee Gold Feet Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Footwear,Footwear
KLIN,Klinko Karya Imaji Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
TOOL,Rohartindo Nusantara Luas Tbk.,Industrials,Industrial Goods,Machinery,Industrial Machinery & Components
BUAH,Segar Kumala Indonesia Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat & Poultry"
CRAB,Toba Surimi Industries Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
MEDS,Hetzer Medical Indonesia Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment,Healthcare Equipment
COAL,Black Diamond Resources Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
PRAY,Famon Awal Bros Sedaya Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers
CBUT,Citra Borneo Utama Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
BELI,Global Digital Niaga Tbk.,Consumer Cyclicals,Retailing,Internet & Homeshop Retail,Internet & Homeshop Retail
MKTR,Menthobi Karyatama Raya Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
OMED,Jayamas Medica Industri Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment,Healthcare Equipment
BSBK,Wulandari Bangun Laksana Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
PDPP,Primadaya Plastisindo Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
KDTN,Puri Sentul Permai Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
ZATA,Bersama Zatta Jaya Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,"Clothing, Accessories & Bags","Clothing, Accessories & Bags"
NINE,Techno9 Indonesia Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
MMIX,Multi Medika Internasional Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Supplies & Distributions,Healthcare Supplies & Distributions
PADA,Personel Alih Daya Tbk.,Industrials,Industrial Services,Human Resource & Employment Services,Human Resource & Employment Services
ISAP,Isra Presisi Indonesia Tbk.,Industrials,Industrial Goods,Machinery,Industrial Machinery & Components
VTNY,Venteny Fortuna International Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
SOUL,Mitra Tirta Buwana Tbk.,Consumer Non-Cyclicals,Food & Beverage,Beverages,Soft Drinks
ELIT,Data Sinergitama Jaya Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
BEER,Jobubu Jarum Minahasa Tbk.,Consumer Non-Cyclicals,Food & Beverage,Beverages,Liquors
CBPE,Citra Buana Prasida Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
SUNI,Sunindo Pratama Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
CBRE,Cakra Buana Resources Energi Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
WINE,Hatten Bali Tbk.,Consumer Non-Cyclicals,Food & Beverage,Beverages,Liquors
BMBL,Lavender Bina Cendikia Tbk.,Consumer Cyclicals,Consumer Services,Education & Support Services,Education Services
PEVE,Penta Valent Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
LAJU,Jasa Berdikari Logistics Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
FWCT,Wijaya Cahaya Timber Tbk.,Basic Materials,Forestry & Paper,Timber,Timber
NAYZ,Hassana Boga Sejahtera Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants
IRSX,Folago Global Nusantara Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
PACK,Abadi Nusantara Hijau Investama Tbk.,Basic Materials,Containers & Packaging,Containers & Packaging,Containers & Packaging
VAST,Vastland Indonesia Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
CHIP,Pelita Teknologi Global Tbk.,Technology,Technology Hardware & Equipment,Electronic Equipment & Instruments,Electronic Equipment & Instruments
HALO,Haloni Jane Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
KING,Hoffmen Cleanindo Tbk.,Industrials,Industrial Services,Environmental & Facilities Services,Environmental & Facilities Services
PGEO,Pertamina Geothermal Energy Tbk.,Energy,Alternative Energy,Alternative Fuels,Alternative Fuels
FUTR,Futura Energi Global Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery
HILL,Hillcon Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports",Oil & Gas Drilling Service
BDKR,Berdikari Pondasi Perkasa Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering
PTMP,Mitra Pack Tbk.,Basic Materials,Containers & Packaging,Containers & Packaging,Containers & Packaging
SAGE,Saptausaha Gemilangindah Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
TRON,Teknologi Karya Digital Nusa Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
CUAN,Petrindo Jaya Kreasi Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
NSSS,Nusantara Sawit Sejahtera Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
GTRA,Grahaprima Suksesmandiri Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
HAJJ,Arsy Buana Travelindo Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Travel Agencies
JATI,Informasi Teknologi Indonesia Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
TYRE,King Tire Indonesia Tbk.,Consumer Cyclicals,Automobiles & Components,Auto Components,Tires
MPXL,MPX Logistics International Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
SMIL,Sarana Mitra Luas Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
KLAS,Pelayaran Kurnia Lautan Semesta Tbk.,Transportation & Logistic,Transportation,Passenger Marine Transportation,Passenger Marine Transportation
MAXI,Maxindo Karya Anugerah Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
VKTR,VKTR Teknologi Mobilitas Tbk.,Industrials,Industrial Goods,Machinery,Construction Machinery & Heavy Vehicles
RELF,Graha Mitra Asia Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
AMMN,Amman Mineral Internasional Tbk.,Basic Materials,Metals & Minerals,Copper,Copper
CRSN,Carsurin Tbk.,Industrials,Industrial Services,Professional Services,Research & Consulting Services
GRPM,Graha Prima Mentari Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
WIDI,Widiant Jaya Krenindo Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
TGUK,Platinum Wahab Nusantara Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
INET,Sinergi Inti Andalan Prima Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
MAHA,Mandiri Herindo Adiperkasa Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery
RMKO,Royaltama Mulia Kontraktorindo Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports",Oil & Gas Drilling Service
CNMA,Nusantara Sejahtera Raya Tbk.,Consumer Cyclicals,Media & Entertainment,Entertainment & Movie Production,Entertainment & Movie Production
FOLK,Multi Garam Utama Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
HBAT,Minahasa Membangun Hebat Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
GRIA,Ingria Pratama Capitalindo Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
PPRI,Paperocks Indonesia Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Textiles,Textiles
ERAL,Sinar Eka Selaras Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Electronics Retail
CYBR,ITSEC Asia Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
MUTU,Mutuagung Lestari Tbk.,Industrials,Industrial Services,Professional Services,Research & Consulting Services
LMAX,Lupromax Pelumas Indonesia Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
HUMI,Humpuss Maritim Internasional Tbk.,Transportation & Logistic,Transportation,Passenger Marine Transportation,Passenger Marine Transportation
MSIE,Multisarana Intan Eduka Tbk.,Consumer Cyclicals,Consumer Services,Education & Support Services,Education Services
RSCH,Charlie Hospital Semarang Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers
BABY,Multitrend Indo Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
AEGS,Anugerah Spareparts Sejahtera Tbk.,Consumer Cyclicals,Automobiles & Components,Auto Components,Auto Parts & Equipment
IOTF,Sumber Sinergi Makmur Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
KOCI,Kokoh Exa Nusantara Tbk.,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures
PTPS,Pulau Subur Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
BREN,Barito Renewables Energy Tbk.,Energy,Alternative Energy,Alternative Fuels,Alternative Fuels
STRK,Lovina Beach Brewery Tbk.,Consumer Non-Cyclicals,Food & Beverage,Beverages,Liquors
KOKA,Koka Indonesia Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
LOPI,Logisticsplus International Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
UDNG,Agro Bahari Nusantara Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat & Poultry"
RGAS,Kian Santang Muliatama Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution
MSTI,Mastersystem Infotama Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
IKPM,Ikapharmindo Putramas Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals
AYAM,Janu Putra Sejahtera Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat & Poultry"
SURI,Maja Agung Latexindo Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
ASLI,Asri Karya Lestari Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
GRPH,Griptha Putra Persada Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
SMGA,Sumber Mineral Global Abadi Tbk.,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,Diversified Metals & Minerals
UNTD,Terang Dunia Internusa Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
TOSK,Topindo Solusi Komunika Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
MPIX,Mitra Pedagang Indonesia Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
ALII,Ancara Logistics Indonesia Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
MKAP,Multikarya Asia Pasifik Raya Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
MEJA,Harta Djaya Karya Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
LIVE,Homeco Victoria Makmur Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Home Furnishings Retail
HYGN,Ecocare Indo Pasifik Tbk.,Industrials,Industrial Services,Environmental & Facilities Services,Environmental & Facilities Services
BAIK,Bersama Mencapai Puncak Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
VISI,Satu Visi Putra Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Advertising
AREA,Dunia Virtual Online Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
MHKI,Multi Hanna Kreasindo Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
ATLA,Atlantis Subsea Indonesia Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports",Oil & Gas Equipment & Services
DATA,Remala Abadi Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
SOLA,Xolare RCR Energy Tbk.,Energy,Alternative Energy,Alternative Fuels,Alternative Fuels
BATR,Benteng Api Technic Tbk.,Industrials,Industrial Goods,Machinery,Industrial Machinery & Components
SPRE,Soraya Berjaya Indonesia Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
PART,Cipta Perdana Lancar Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
GOLF,Intra Golflink Resorts Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Recreational & Sports Facilities
ISEA,Indo American Seafoods Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat & Poultry"
BLES,Superior Prima Sukses Tbk.,Basic Materials,Construction Materials,Construction Materials,Construction Materials
GUNA,Gunanusa Eramandiri Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
LABS,UBC Medical Indonesia Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Supplies & Distributions,Healthcare Supplies & Distributions
DOSS,Global Sukses Digital Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
NEST,Esta Indonesia Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
PTMR,Master Print Tbk.,Industrials,Industrial Services,Commercial Services,Commercial Printing
VERN,Verona Indah Pictures Tbk.,Consumer Cyclicals,Media & Entertainment,Entertainment & Movie Production,Entertainment & Movie Production
DAAZ,Daaz Bara Lestari Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
BOAT,Newport Marine Services Tbk.,Transportation & Logistic,Transportation,Passenger Marine Transportation,Passenger Marine Transportation
NAIK,Adiwarna Anugerah Abadi Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
AADI,Adaro Andalan Indonesia Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
MDIY,Daya Intiguna Yasa Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Home Improvement Retail
KSIX,Kentanix Supra International Tbk.,Technology,Technology Hardware & Equipment,Electronic Components & Semiconductors,Electronic Components & Semiconductors
RATU,Raharja Energi Cepu Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery
YOII,Asuransi Digital Bersama Tbk.,Financials,Insurance,Insurance,General Insurance
HGII,Hero Global Investment Tbk.,Financials,Holding & Investment Companies,Investment Companies,Investment Companies
BRRC,Raja Roti Cemerlang Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
DGWG,Delta Giri Wacana Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
CBDK,Bangun Kosambi Sukses Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
OBAT,Brigit Biofarmaka Teknologi Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Healthcare Research,Healthcare Research
MINE,Sinar Terang Mandiri Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
ASPR,Asia Pramulia Tbk.,Basic Materials,Containers & Packaging,Containers & Packaging,Containers & Packaging
PSAT,Pancaran Samudera Transport Tbk.,Transportation & Logistic,Transportation,Passenger Marine Transportation,Passenger Marine Transportation
COIN,Indokripto Koin Semesta Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
CDIA,Chandra Daya Investasi Tbk.,Financials,Holding & Investment Companies,Investment Companies,Investment Companies
BLOG,Trimitra Trans Persada Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries
MERI,Merry Riana Edukasi Tbk.,Consumer Cyclicals,Consumer Services,Education & Support Services,Education Services
CHEK,Diastika Biotekindo Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Healthcare Research,Healthcare Research
PMUI,Prima Multi Usaha Indonesia Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
EMAS,Merdeka Gold Resources Tbk.,Basic Materials,Metals & Minerals,Gold,Gold
PJHB,Pelayaran Jaya Hidup Baru Tbk.,Transportation & Logistic,Transportation,Passenger Marine Transportation,Passenger Marine Transportation
RLCO,Abadi Lestari Indonesia Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Specialty Stores
SUPA,Super Bank Indonesia Tbk.,Financials,Banks,Banks,Banks
KAQI,Jantra Grupo Indonesia Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
YUPI,Yupi Indo Jelly Gum Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods
FORE,Fore Kopi Indonesia Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants
MDLA,Medela Potentia Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Supplies & Distributions,Healthcare Supplies & Distributions
DKHH,Cipta Sarana Medika Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers
AYLS,Agro Yasa Lestari Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
DADA,Diamond Citra Propertindo Tbk.,Properties & Real Estate,Real Estate,Real Estate Development,Real Estate Development
ASPI,Andalan Sakti Primaindo Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
ESTA,Esta Multi Usaha Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
BESS,Batulicin Nusantara Maritim Tbk.,Transportation & Logistic,Transportation,Passenger Marine Transportation,Passenger Marine Transportation
AMAN,Makmur Berkah Amanda Tbk.,Financials,Holding & Investment Companies,Investment Companies,Investment Companies
CARE,Metro Healthcare Indonesia Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers
PIPA,Multi Makmur Lemindo Tbk.,Basic Materials,Chemicals,Basic Chemicals,Basic Chemicals
NCKL,Trimegah Bangun Persada Tbk.,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,Diversified Metals & Minerals
MENN,Menn Teknologi Indonesia Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services
AWAN,Era Digital Media Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Advertising
MBMA,Merdeka Battery Materials Tbk.,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,Diversified Metals & Minerals
RAAM,Tripar Multivision Plus Tbk.,Consumer Cyclicals,Media & Entertainment,Entertainment & Movie Production,Entertainment & Movie Production
DOOH,Era Media Sejahtera Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Advertising
CGAS,Citra Nusantara Gemilang Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution
NICE,Adhi Kartiko Pratama Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
MSJA,Multi Spunindo Jaya Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
SMLE,Sinergi Multi Lestarindo Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
ACRO,Samcro Hyosung Adilestari Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
MANG,Manggung Polahraya Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Recreational & Sports Facilities
WIFI,Solusi Sinergi Digital Tbk.,Infrastructures,Telecommunication,Telecommunication Service,Wired Telecommunication Service
FAPA,FAP Agri Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops
DCII,DCI Indonesia Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting
KETR,Ketrosden Triasmitra Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports",Oil & Gas Equipment & Services
DGNS,Diagnos Laboratorium Utama Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers
UFOE,Damai Sejahtera Abadi Tbk.,Industrials,Industrial Services,Business Support Services,Business Support Services
ADMF,Adira Dinamika Multi Finance Tbk.,Financials,Financing Service,Consumer Financing,Consumer Financing
ADMG,Polychem Indonesia Tbk.,Basic Materials,Chemicals,Basic Chemicals,Basic Chemicals
ADRO,Alamtri Resources Indonesia Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production
AGII,Samator Indo Gas Tbk.,Basic Materials,Chemicals,Specialty Chemical,Specialty Chemical
AGRO,Bank Raya Indonesia Tbk.,Financials,Banks,Banks,Banks
AGRS,Bank IBK Indonesia Tbk.,Financials,Banks,Banks,Banks
AHAP,Asuransi Harta Aman Pratama Tbk.,Financials,Insurance,Insurance,General Insurance
AIMS,Artha Mahiya Investama Tbk.,Financials,Holding & Investment Companies,Investment Companies,Investment Companies
